	tokens1Source	tokens1AlignRaw	tokens2Source	tokens2AlignRaw
4546	?	?	’	’
4547	Mais	Mais	elle	elle
4548	apprenez	apprenez	se	se
4549	que	que	taise	taise
4550	c	c	.	.
4551	’	’	Je	Je
4552	est	est	salue	salue
4553	ce	ce	très	très
4554	que	que	humblement	humblement
4555	je	je	le	le
4556	ne	ne	bastion	bastion
4557	puis	puis	des	des
4558	faire	faire	grâces	grâces
4559	,	,	et	et
4560	et	et	la	la
4561	que	que	citadelle	citadelle
4562	je	je	des	des
4563	ne	ne	rigueurs	rigueurs
4564	ferai	ferai	de	de
4565	jamais	jamais	Mademoiselle	Mademoiselle
4566	.	.	Genevote…	Genevote…
4567	Scène	Scène	Ai	Ai
4568	6	6	-	-
4569	Granger	Granger	je	je
4570	,	,	parlé	parlé
4571	Fleury	Fleury	trop	trop
4572	,	,	haut	haut
4573	Paquier	Paquier	ou	ou
4574	.	.	trop	trop
4575	Fleury	Fleury	bas	bas
4576	Hé	Hé	?	?
4577	bien	bien	Il	Il
4578	,	,	serait	serait
4579	mon	mon	bon	bon
4580	Cousin	Cousin	,	,
4581	,	,	ce	ce
4582	notre	notre	me	me
4583	Laboureur	Laboureur	semble…	semble…
4584	est	est	Scène	Scène
4585	-	-	2	2
4586	il	il	Granger	Granger
4587	arrivé	arrivé	,	,
4588	?	?	Corbineli	Corbineli
4589	Ferons	Ferons	,	,
4590	-	-	Paquier	Paquier
4591	nous	nous	.	.
4592	ce	ce	Corbineli	Corbineli
4593	mariage	mariage	,	,
4594	?	?	entre	entre
4595	Granger	Granger	en	en
4596	Hélas	Hélas	courant	courant
4597	!	!	.	.
4598	mon	mon	Hélas	Hélas
4599	Cousin	Cousin	!	!
4600	,	,	tout	tout
4601	vous	vous	est	est
4602	êtes	êtes	perdu	perdu
4603	arrivé	arrivé	votre	votre
4604	sous	sous	Fils	Fils
4605	les	les	est	est
4606	présagieux	présagieux	mort	mort
4607	Auspices	Auspices	!	!
4608	d	d	Granger	Granger
4609	’	’	Mon	Mon
4610	un	un	Fils	Fils
4611	oiseau	oiseau	est	est
4612	bien	bien	mort	mort
4613	infortuné	infortuné	!	!
4614	.	.	Es	Es
4615	Soyez	Soyez	-	-
4616	toutefois	toutefois	tu	tu
4617	le	le	hors	hors
4618	fatal	fatal	de	de
4619	arbitre	arbitre	sens	sens
4620	de	de	?	?
4621	ma	ma	Corbineli	Corbineli
4622	noire	noire	Non	Non
4623	ou	ou	,	,
4624	blanche	blanche	je	je
4625	Destinée	Destinée	parle	parle
4626	,	,	sérieusement	sérieusement
4627	et	et	.	.
4628	le	le	Votre	Votre
4629	fidèle	fidèle	Fils	Fils
4630	étui	étui	,	,
4631	de	de	à	à
4632	toutes	toutes	la	la
4633	mes	mes	vérité	vérité
4634	pensées	pensées	,	,
4635	.	.	n	n
4636	Ce	Ce	’	’
4637	riche	riche	est	est
4638	gendre	gendre	pas	pas
4639	n	n	mort	mort
4640	’	’	,	,
4641	est	est	mais	mais
4642	pas	pas	il	il
4643	encore	encore	est	est
4644	venu	venu	entre	entre
4645	;	;	les	les
4646	je	je	mains	mains
4647	l	l	des	des
4648	’	’	Turcs	Turcs
4649	attendais	attendais	.	.
4650	ici	ici	Granger	Granger
4651	,	,	Entre	Entre
4652	mais	mais	les	les
4653	lorsque	lorsque	mains	mains
4654	je	je	des	des
4655	ne	ne	Turcs	Turcs
4656	pensais	pensais	?	?
4657	vaquer	vaquer	Soutiens	Soutiens
4658	qu	qu	-	-
4659	’	’	moi	moi
4660	à	à	,	,
4661	la	la	je	je
4662	joie	joie	suis	suis
4663	,	,	mort	mort
4664	je	je	.	.
4665	me	me	Corbineli	Corbineli
4666	vois	vois	À	À
4667	investi	investi	peine	peine
4668	des	des	étions	étions
4669	glaives	glaives	-	-
4670	de	de	nous	nous
4671	la	la	entrés	entrés
4672	douleur	douleur	en	en
4673	.	.	bateau	bateau
4674	Mon	Mon	,	,
4675	fils	fils	pour	pour
4676	est	est	passer	passer
4677	fol	fol	de	de
4678	,	,	la	la
4679	mon	mon	porte	porte
4680	cousin	cousin	de	de
4681	,	,	Nesle	Nesle
4682	le	le	au	au
4683	pauvre	pauvre	quai	quai
4684	enfant	enfant	de	de
4685	doit	doit	l	l
4686	une	une	’	’
4687	belle	belle	École…	École…
4688	chandelle	chandelle	Granger	Granger
4689	à	à	Et	Et
4690	Saint	Saint	qu	qu
4691	-	-	’	’
4692	Mathurin	Mathurin	allais	allais
4693	.	.	-	-
4694	Fleury	Fleury	tu	tu
4695	Bon	Bon	faire	faire
4696	Dieu	Dieu	à	à
4697	!	!	l	l
4698	Depuis	Depuis	’	’
4699	quand	quand	École	École
4700	ce	ce	,	,
4701	malheur	malheur	Baudet	Baudet
4702	est	est	?	?
4703	-	-	Corbineli	Corbineli
4704	il	il	Mon	Mon
4705	arrivé	arrivé	Maître	Maître
4706	?	?	,	,
4707	Granger	Granger	s	s
4708	Hélas	Hélas	’	’
4709	!	!	étant	étant
4710	tantôt	tantôt	souvenu	souvenu
4711	comme	comme	du	du
4712	je	je	commandement	commandement
4713	le	le	que	que
4714	caressais	caressais	vous	vous
4715	,	,	lui	lui
4716	il	il	avez	avez
4717	a	a	fait	fait
4718	voulu	voulu	d	d
4719	se	se	’	’
4720	jeter	jeter	acheter	acheter
4721	à	à	quelque	quelque
4722	mon	mon	bagatelle	bagatelle
4723	visage	visage	pour	pour
4724	et	et	en	en
4725	dessiner	dessiner	régaler	régaler
4726	à	à	son	son
4727	mes	mes	oncle	oncle
4728	dépens	dépens	,	,
4729	le	le	s	s
4730	portrait	portrait	’	’
4731	d	d	était	était
4732	’	’	imaginé	imaginé
4733	un	un	qu	qu
4734	Maniaque	Maniaque	’	’
4735	sur	sur	une	une
4736	mes	mes	douzaine	douzaine
4737	joues	joues	de	de
4738	.	.	cotrets	cotrets
4739	Il	Il	n	n
4740	grommelle	grommelle	’	’
4741	en	en	étant	étant
4742	piétinant	piétinant	pas	pas
4743	qu	qu	chers	chers
4744	’	’	,	,
4745	il	il	et	et
4746	n	n	ne	ne
4747	’	’	s	s
4748	ira	ira	’	’
4749	point	point	en	en
4750	à	à	trouvant	trouvant
4751	Venise	Venise	point	point
4752	.	.	par	par
4753	Ho	Ho	toute	toute
4754	,	,	l	l
4755	ho	ho	’	’
4756	!	!	Europe	Europe
4757	le	le	,	,
4758	voici	voici	de	de
4759	!	!	si	si
4760	cachons	cachons	mignons	mignons
4761	-	-	comme	comme
4762	nous	nous	en	en
4763	,	,	cette	cette
4764	et	et	ville	ville
4765	l	l	,	,
4766	’	’	il	il
4767	écoutons	écoutons	devait	devait
4768	.	.	en	en
4769	Scène	Scène	porter	porter
4770	7	7	là	là
4771	Charlot	Charlot	:	:
4772	,	,	c	c
4773	Fleury	Fleury	’	’
4774	,	,	est	est
4775	Granger	Granger	pourquoi	pourquoi
4776	,	,	nous	nous
4777	Cuistres	Cuistres	passions	passions
4778	.	.	vers	vers
4779	Charlot	Charlot	l	l
4780	Moi	Moi	’	’
4781	j	j	École	École
4782	’	’	pour	pour
4783	irais	irais	en	en
4784	à	à	acheter	acheter
4785	Venise	Venise	;	;
4786	?	?	mais	mais
4787	et	et	à	à
4788	j	j	peine	peine
4789	’	’	avons	avons
4790	abandonnerais	abandonnerais	-	-
4791	la	la	nous	nous
4792	chose	chose	éloigné	éloigné
4793	pour	pour	la	la
4794	laquelle	laquelle	côte	côte
4795	seule	seule	,	,
4796	j	j	que	que
4797	’	’	nous	nous
4798	aime	aime	avons	avons
4799	le	le	été	été
4800	jour	jour	pris	pris
4801	?	?	par	par
4802	J	J	une	une
4803	’	’	Galère	Galère
4804	irai	irai	Turque	Turque
4805	plutôt	plutôt	.	.
4806	aux	aux	Granger	Granger
4807	Enfers	Enfers	Et	Et
4808	,	,	!	!
4809	plutôt	plutôt	de	de
4810	d	d	par	par
4811	’	’	le	le
4812	un	un	cornet	cornet
4813	poignard	poignard	de	de
4814	j	j	retors	retors
4815	’	’	Triton	Triton
4816	ouvrirai	ouvrirai	,	,
4817	le	le	Dieu	Dieu
4818	sein	sein	marin	marin
4819	de	de	!	!
4820	mon	mon	qui	qui
4821	barbare	barbare	jamais	jamais
4822	Père	Père	ouït	ouït
4823	,	,	parler	parler
4824	et	et	que	que
4825	plutôt	plutôt	la	la
4826	de	de	mer	mer
4827	mes	mes	fût	fût
4828	propres	propres	à	à
4829	mains	mains	Saint	Saint
4830	ayant	ayant	Cloud	Cloud
4831	choisi	choisi	?	?
4832	son	son	qu	qu
4833	cœur	cœur	’	’
4834	dans	dans	il	il
4835	un	un	y	y
4836	ruisseau	ruisseau	eût	eût
4837	de	de	là	là
4838	sang	sang	des	des
4839	,	,	galères	galères
4840	j	j	,	,
4841	’	’	des	des
4842	en	en	pirates	pirates
4843	battrai	battrai	,	,
4844	les	les	ni	ni
4845	murailles	murailles	des	des
4846	.	.	écueils	écueils
4847	Fleury	Fleury	?	?
4848	Oh	Oh	Corbineli	Corbineli
4849	!	!	C	C
4850	grand	grand	’	’
4851	Dieu	Dieu	est	est
4852	,	,	en	en
4853	quelle	quelle	cela	cela
4854	rage	rage	que	que
4855	!	!	la	la
4856	Charlot	Charlot	chose	chose
4857	Non	Non	est	est
4858	,	,	plus	plus
4859	mon	mon	merveilleuse	merveilleuse
4860	père	père	;	;
4861	,	,	et	et
4862	je	je	,	,
4863	n	n	quoique	quoique
4864	’	’	l	l
4865	y	y	’	’
4866	puis	puis	on	on
4867	consentir	consentir	ne	ne
4868	.	.	les	les
4869	Fleury	Fleury	ait	ait
4870	,	,	point	point
4871	fuyant	fuyant	vus	vus
4872	.	.	en	en
4873	Liez	Liez	France	France
4874	-	-	que	que
4875	le	le	là	là
4876	,	,	,	,
4877	mon	mon	que	que
4878	cousin	cousin	sait	sait
4879	,	,	-	-
4880	liez	liez	on	on
4881	-	-	s	s
4882	le	le	’	’
4883	;	;	ils	ils
4884	il	il	ne	ne
4885	ne	ne	sont	sont
4886	faut	faut	point	point
4887	qu	qu	venus	venus
4888	’	’	de	de
4889	un	un	Constantinople	Constantinople
4890	malheur	malheur	jusqu	jusqu
4891	.	.	’	’
4892	Granger	Granger	ici	ici
4893	Piliers	Piliers	,	,
4894	de	de	entre	entre
4895	Classes	Classes	deux	deux
4896	,	,	eaux	eaux
4897	Tire	Tire	?	?
4898	-	-	Paquier	Paquier
4899	gigots	gigots	En	En
4900	,	,	effet	effet
4901	Ciseaux	Ciseaux	,	,
4902	de	de	Monsieur	Monsieur
4903	Portion	Portion	,	,
4904	,	,	Les	Les
4905	Exécuteurs	Exécuteurs	Topinambours	Topinambours
4906	de	de	,	,
4907	Justice	Justice	qui	qui
4908	Latine	Latine	demeurent	demeurent
4909	;	;	quatre	quatre
4910	«	«	ou	ou
4911	Adeste	Adeste	cinq	cinq
4912	subito	subito	cents	cents
4913	,	,	lieues	lieues
4914	adeste	adeste	au	au
4915	,	,	-	-
4916	ne	ne	delà	delà
4917	dicam	dicam	du	du
4918	advolate	advolate	Monde	Monde
4919	»	»	,	,
4920	.	.	vinrent	vinrent
4921	Jetez	Jetez	bien	bien
4922	-	-	autrefois	autrefois
4923	moi	moi	à	à
4924	promptement	promptement	Paris	Paris
4925	vos	vos	:	:
4926	bras	bras	et	et
4927	Achillains	Achillains	l	l
4928	sur	sur	’	’
4929	ce	ce	autre	autre
4930	Microcosme	Microcosme	jour	jour
4931	erroné	erroné	encore	encore
4932	de	de	,	,
4933	chimères	chimères	les	les
4934	abstractives	abstractives	Polonais	Polonais
4935	,	,	enlevèrent	enlevèrent
4936	et	et	la	la
4937	liez	liez	Princesse	Princesse
4938	-	-	Marie	Marie
4939	le	le	,	,
4940	aussi	aussi	en	en
4941	fort	fort	plein	plein
4942	que	que	jour	jour
4943	Prométhée	Prométhée	,	,
4944	sur	sur	à	à
4945	le	le	l	l
4946	Caucase	Caucase	’	’
4947	.	.	hôtel	hôtel
4948	Charlot	Charlot	de	de
4949	Vous	Vous	Nevers	Nevers
4950	avez	avez	,	,
4951	beau	beau	sans	sans
4952	faire	faire	que	que
4953	,	,	personne	personne
4954	je	je	osât	osât
4955	n	n	branler	branler
4956	’	’	.	.
4957	irai	irai	Corbineli	Corbineli
4958	point	point	Mais	Mais
4959	.	.	ils	ils
4960	Granger	Granger	ne	ne
4961	Gardez	Gardez	se	se
4962	-	-	sont	sont
4963	bien	bien	pas	pas
4964	qu	qu	contentés	contentés
4965	’	’	de	de
4966	il	il	ceci	ceci
4967	n	n	:	:
4968	’	’	ils	ils
4969	échappe	échappe	ont	ont
4970	,	,	voulu	voulu
4971	il	il	poignarder	poignarder
4972	ferait	ferait	votre	votre
4973	un	un	Fils…	Fils…
4974	Haricot	Haricot	Granger	Granger
4975	de	de	Quoi	Quoi
4976	nos	nos	!	!
4977	scientifiques	scientifiques	sans	sans
4978	substances	substances	confession	confession
4979	.	.	?	?
4980	Charlot	Charlot	Corbineli	Corbineli
4981	Mais	Mais	S	S
4982	,	,	’	’
4983	mon	mon	il	il
4984	Père	Père	ne	ne
4985	,	,	se	se
4986	encore	encore	rachetait	rachetait
4987	dites	dites	par	par
4988	-	-	de	de
4989	moi	moi	l	l
4990	pour	pour	’	’
4991	quel	quel	argent	argent
4992	sujet	sujet	Granger	Granger
4993	vous	vous	Ah	Ah
4994	me	me	!	!
4995	traitez	traitez	les	les
4996	ainsi	ainsi	misérables	misérables
4997	?	?	.	.
4998	Ne	Ne	Corbineli	Corbineli
4999	tient	tient	Mon	Mon
5000	-	-	Maître	Maître
5001	il	il	ne	ne
5002	qu	qu	m	m
5003	’	’	’	’
5004	à	à	a	a
5005	faire	faire	jamais	jamais
5006	le	le	pu	pu
5007	voyage	voyage	dire	dire
5008	de	de	autre	autre
5009	Venise	Venise	chose	chose
5010	pour	pour	,	,
5011	vous	vous	sinon	sinon
5012	contenter	contenter	:	:
5013	?	?	«	«
5014	J	J	va	va
5015	’	’	-	-
5016	y	y	t	t
5017	suis	suis	-	-
5018	tout	tout	en	en
5019	prêt	prêt	trouver	trouver
5020	.	.	mon	mon
5021	Granger	Granger	père	père
5022	Osez	Osez	,	,
5023	-	-	et	et
5024	vous	vous	lui	lui
5025	attenter	attenter	dire…	dire…
5026	au	au	»	»
5027	tableau	tableau	ses	ses
5028	vivant	vivant	larmes	larmes
5029	de	de	aussitôt	aussitôt
5030	ma	ma	suffoquent	suffoquent
5031	docte	docte	sa	sa
5032	Machine	Machine	parole…	parole…
5033	,	,	Granger	Granger
5034	Goujats	Goujats	Que	Que
5035	de	de	diable	diable
5036	Cicéron	Cicéron	aller	aller
5037	?	?	faire	faire
5038	Songez	Songez	aussi	aussi
5039	à	à	dans	dans
5040	vous	vous	la	la
5041	;	;	galère	galère
5042	«	«	d	d
5043	Iratus	Iratus	’	’
5044	est	est	un	un
5045	Rex	Rex	Turc	Turc
5046	,	,	?	?
5047	Reginaque	Reginaque	D	D
5048	,	,	’	’
5049	non	non	un	un
5050	sine	sine	Turc	Turc
5051	causa	causa	!	!
5052	»	»	Corbineli	Corbineli
5053	.	.	Ces	Ces
5054	Apprenez	Apprenez	Écumeurs	Écumeurs
5055	que	que	impitoyables	impitoyables
5056	j	j	ne	ne
5057	’	’	me	me
5058	en	en	voulaient	voulaient
5059	dis	dis	pas	pas
5060	moins	moins	accorder	accorder
5061	que	que	la	la
5062	je	je	liberté	liberté
5063	n	n	de	de
5064	’	’	vous	vous
5065	en	en	venir	venir
5066	pense	pense	trouver	trouver
5067	,	,	,	,
5068	et	et	si	si
5069	que	que	je	je
5070	«	«	ne	ne
5071	Supprimit	Supprimit	me	me
5072	Orator	Orator	fusse	fusse
5073	quæ	quæ	jeté	jeté
5074	rusticus	rusticus	aux	aux
5075	edit	edit	genoux	genoux
5076	inepte	inepte	du	du
5077	.	.	plus	plus
5078	»	»	apparent	apparent
5079	Charlot	Charlot	d	d
5080	Oui	Oui	’	’
5081	,	,	entre	entre
5082	mon	mon	eux	eux
5083	père	père	.	.
5084	,	,	«	«
5085	je	je	Eh	Eh
5086	vous	vous	!	!
5087	promets	promets	Monsieur	Monsieur
5088	de	de	le	le
5089	vous	vous	Turc	Turc
5090	obéir	obéir	,	,
5091	en	en	»	»
5092	toutes	toutes	lui	lui
5093	choses	choses	ai	ai
5094	;	;	-	-
5095	mais	mais	je	je
5096	pour	pour	dit	dit
5097	aller	aller	,	,
5098	à	à	«	«
5099	Venise	Venise	permettez	permettez
5100	,	,	-	-
5101	il	il	moi	moi
5102	n	n	d	d
5103	’	’	’	’
5104	y	y	aller	aller
5105	faut	faut	avertir	avertir
5106	pas	pas	son	son
5107	penser	penser	père	père
5108	.	.	,	,
5109	Granger	Granger	qui	qui
5110	Comment	Comment	vous	vous
5111	,	,	enverra	enverra
5112	Frelons	Frelons	tout	tout
5113	de	de	à	à
5114	Collège	Collège	l	l
5115	,	,	’	’
5116	Rouille	Rouille	heure	heure
5117	de	de	sa	sa
5118	mon	mon	rançon	rançon
5119	Pain	Pain	.	.
5120	,	,	»	»
5121	Gangrène	Gangrène	Granger	Granger
5122	de	de	Tu	Tu
5123	ma	ma	ne	ne
5124	substance	substance	devais	devais
5125	,	,	pas	pas
5126	cet	cet	parler	parler
5127	obsédé	obsédé	de	de
5128	n	n	rançon	rançon
5129	’	’	.	.
5130	a	a	Ils	Ils
5131	pas	pas	se	se
5132	encore	encore	seront	seront
5133	les	les	moqués	moqués
5134	fers	fers	de	de
5135	aux	aux	toi	toi
5136	pieds	pieds	?	?
5137	?	?	Corbineli	Corbineli
5138	Vite	Vite	Au	Au
5139	,	,	contraire	contraire
5140	qu	qu	,	,
5141	’	’	à	à
5142	on	on	ce	ce
5143	lui	lui	mot	mot
5144	donne	donne	,	,
5145	plus	plus	il	il
5146	d	d	a	a
5147	’	’	un	un
5148	entraves	entraves	peu	peu
5149	que	que	rasséréné	rasséréné
5150	Xerxès	Xerxès	sa	sa
5151	n	n	face	face
5152	’	’	.	.
5153	en	en	«	«
5154	mit	mit	Va	Va
5155	à	à	,	,
5156	l	l	m	m
5157	’	’	’	’
5158	Océan	Océan	a	a
5159	quand	quand	-	-
5160	il	il	t	t
5161	le	le	-	-
5162	voulut	voulut	il	il
5163	faire	faire	dit	dit
5164	Esclave	Esclave	;	;
5165	.	.	mais	mais
5166	Charlot	Charlot	si	si
5167	Ah	Ah	tu	tu
5168	!	!	n	n
5169	mon	mon	’	’
5170	Père	Père	es	es
5171	,	,	ici	ici
5172	ne	ne	de	de
5173	me	me	retour	retour
5174	liez	liez	dans	dans
5175	point	point	un	un
5176	,	,	moment	moment
5177	je	je	,	,
5178	suis	suis	j	j
5179	tout	tout	’	’
5180	prêt	prêt	irai	irai
5181	à	à	prendre	prendre
5182	partir	partir	ton	ton
5183	.	.	Maître	Maître
5184	Granger	Granger	dans	dans
5185	Ah	Ah	son	son
5186	!	!	Collège	Collège
5187	je	je	,	,
5188	le	le	et	et
5189	savais	savais	vous	vous
5190	bien	bien	étranglerai	étranglerai
5191	que	que	tous	tous
5192	mon	mon	trois	trois
5193	fils	fils	aux	aux
5194	était	était	antennes	antennes
5195	trop	trop	de	de
5196	bien	bien	notre	notre
5197	morigéné	morigéné	navire	navire
5198	pour	pour	.	.
5199	donner	donner	»	»
5200	chez	chez	Granger	Granger
5201	lui	lui	Que	Que
5202	passage	passage	diable	diable
5203	à	à	aller	aller
5204	la	la	faire	faire
5205	frénésie	frénésie	dans	dans
5206	.	.	la	la
5207	Va	Va	galère	galère
5208	,	,	d	d
5209	mon	mon	’	’
5210	Dauphin	Dauphin	un	un
5211	,	,	Turc	Turc
5212	mon	mon	?	?
5213	Infant	Infant	Paquier	Paquier
5214	,	,	Qui	Qui
5215	mon	mon	n	n
5216	Prince	Prince	’	’
5217	de	de	a	a
5218	galles	galles	peut	peut
5219	,	,	-	-
5220	tu	tu	être	être
5221	seras	seras	pas	pas
5222	quelque	quelque	été	été
5223	jour	jour	à	à
5224	la	la	confesse	confesse
5225	bénédiction	bénédiction	depuis	depuis
5226	de	de	dix	dix
5227	mes	mes	ans	ans
5228	vieux	vieux	.	.
5229	ans	ans	Granger	Granger
5230	.	.	Mais	Mais
5231	Excuse	Excuse	penses	penses
5232	un	un	-	-
5233	esprit	esprit	tu	tu
5234	prévenu	prévenu	qu	qu
5235	de	de	’	’
5236	faux	faux	il	il
5237	rapports	rapports	soit	soit
5238	;	;	bien	bien
5239	je	je	résolu	résolu
5240	te	te	d	d
5241	promets	promets	’	’
5242	en	en	aller	aller
5243	récompense	récompense	à	à
5244	d	d	Venise	Venise
5245	’	’	?	?
5246	allumer	allumer	Corbineli	Corbineli
5247	pour	pour	Il	Il
5248	toi	toi	ne	ne
5249	mon	mon	respire	respire
5250	amour	amour	autre	autre
5251	au	au	chose	chose
5252	centuple	centuple	.	.
5253	dès	dès	Granger	Granger
5254	que	que	Le	Le
5255	tu	tu	mal	mal
5256	seras	seras	n	n
5257	là	là	’	’
5258	.	.	est	est
5259	Charlot	Charlot	donc	donc
5260	Où	Où	pas	pas
5261	,	,	sans	sans
5262	là	là	remède	remède
5263	,	,	,	,
5264	mon	mon	Paquier	Paquier
5265	père	père	;	;
5266	?	?	donne	donne
5267	Granger	Granger	-	-
5268	À	À	moi	moi
5269	Venise	Venise	le	le
5270	,	,	réceptacle	réceptacle
5271	mon	mon	des	des
5272	fils	fils	instruments	instruments
5273	.	.	de	de
5274	Charlot	Charlot	l	l
5275	À	À	’	’
5276	Venise	Venise	immortalité	immortalité
5277	,	,	,	,
5278	moi	moi	«	«
5279	?	?	Scriptorium	Scriptorium
5280	plutôt	plutôt	scilicet	scilicet
5281	la	la	»	»
5282	mort	mort	.	.
5283	.	.	Corbineli	Corbineli
5284	Granger	Granger	Qu	Qu
5285	Au	Au	’	’
5286	fou	fou	en	en
5287	,	,	désirez	désirez
5288	au	au	-	-
5289	fou	fou	vous	vous
5290	!	!	faire	faire
5291	Ne	Ne	?	?
5292	voyez	voyez	Granger	Granger
5293	-	-	Écrire	Écrire
5294	vous	vous	une	une
5295	pas	pas	lettre	lettre
5296	comme	comme	à	à
5297	il	il	ces	ces
5298	m	m	Turcs	Turcs
5299	’	’	.	.
5300	a	a	Corbineli	Corbineli
5301	jeté	jeté	Touchant	Touchant
5302	de	de	quoi	quoi
5303	l	l	?	?
5304	’	’	Granger	Granger
5305	écume	écume	Qu	Qu
5306	en	en	’	’
5307	parlant	parlant	ils	ils
5308	?	?	me	me
5309	Voyez	Voyez	renvoient	renvoient
5310	ses	ses	mon	mon
5311	yeux	yeux	Fils	Fils
5312	tout	tout	,	,
5313	renversés	renversés	qu	qu
5314	dans	dans	’	’
5315	sa	sa	au	au
5316	tête	tête	reste	reste
5317	.	.	ils	ils
5318	Ah	Ah	doivent	doivent
5319	!	!	excuser	excuser
5320	mon	mon	la	la
5321	Dieu	Dieu	jeunesse	jeunesse
5322	,	,	,	,
5323	faut	faut	qui	qui
5324	-	-	est	est
5325	il	il	sujette	sujette
5326	que	que	à	à
5327	j	j	beaucoup	beaucoup
5328	’	’	de	de
5329	aie	aie	fautes	fautes
5330	un	un	.	.
5331	enfant	enfant	Corbineli	Corbineli
5332	fou	fou	Ils	Ils
5333	!	!	se	se
5334	Vite	Vite	moqueront	moqueront
5335	,	,	,	,
5336	qu	qu	par	par
5337	’	’	ma	ma
5338	on	on	foi	foi
5339	me	me	,	,
5340	l	l	de	de
5341	’	’	vous	vous
5342	empoigne	empoigne	.	.
5343	!	!	Granger	Granger
5344	Charlot	Charlot	Va	Va
5345	Mais	Mais	-	-
5346	encore	encore	t	t
5347	,	,	-	-
5348	apprenez	apprenez	en	en
5349	-	-	donc	donc
5350	moi	moi	leur	leur
5351	pourquoi	pourquoi	dire	dire
5352	on	on	,	,
5353	m	m	de	de
5354	’	’	ma	ma
5355	attache	attache	part	part
5356	?	?	,	,
5357	Un	Un	que	que
5358	cuistre	cuistre	le	le
5359	Parce	Parce	premier	premier
5360	que	que	des	des
5361	vous	vous	leurs	leurs
5362	ne	ne	qui	qui
5363	voulez	voulez	tombera	tombera
5364	pas	pas	entre	entre
5365	aller	aller	mes	mes
5366	à	à	mains	mains
5367	Venise	Venise	,	,
5368	.	.	je	je
5369	Charlot	Charlot	le	le
5370	Moi	Moi	leur	leur
5371	,	,	renverrai	renverrai
5372	je	je	pour	pour
5373	n	n	rien…	rien…
5374	’	’	Ah	Ah
5375	y	y	!	!
5376	veux	veux	que	que
5377	pas	pas	diable	diable
5378	aller	aller	,	,
5379	?	?	que	que
5380	On	On	diable	diable
5381	vous	vous	aller	aller
5382	le	le	faire	faire
5383	fait	fait	en	en
5384	accroire	accroire	cette	cette
5385	.	.	galère	galère
5386	Hélas	Hélas	?	?
5387	!	!	Corbineli	Corbineli
5388	mon	mon	Tout	Tout
5389	père	père	cela	cela
5390	,	,	s	s
5391	tant	tant	’	’
5392	s	s	appelle	appelle
5393	’	’	dormir	dormir
5394	en	en	les	les
5395	faut	faut	yeux	yeux
5396	,	,	ouverts	ouverts
5397	toute	toute	.	.
5398	ma	ma	Granger	Granger
5399	vie	vie	Mon	Mon
5400	j	j	Dieu	Dieu
5401	’	’	!	!
5402	ai	ai	Faut	Faut
5403	souhaité	souhaité	-	-
5404	avec	avec	il	il
5405	passion	passion	être	être
5406	de	de	ruiné	ruiné
5407	voir	voir	à	à
5408	l	l	l	l
5409	’	’	’	’
5410	Italie	Italie	âge	âge
5411	,	,	où	où
5412	et	et	je	je
5413	ces	ces	suis	suis
5414	belles	belles	?	?
5415	Contrées	Contrées	Va	Va
5416	qu	qu	-	-
5417	’	’	t	t
5418	on	on	-	-
5419	appelle	appelle	en	en
5420	le	le	avec	avec
5421	Jardin	Jardin	Paquier	Paquier
5422	du	du	:	:
5423	Monde	Monde	prends	prends
5424	.	.	le	le
5425	Granger	Granger	reste	reste
5426	Donc	Donc	du	du
5427	,	,	teston	teston
5428	mon	mon	que	que
5429	fils	fils	je	je
5430	,	,	lui	lui
5431	tu	tu	donnai	donnai
5432	n	n	pour	pour
5433	’	’	la	la
5434	as	as	dépense	dépense
5435	plus	plus	il	il
5436	besoin	besoin	n	n
5437	d	d	’	’
5438	’	’	y	y
5439	Hellébore	Hellébore	a	a
5440	.	.	que	que
5441	Donc	Donc	huit	huit
5442	,	,	jours…	jours…
5443	ta	ta	Aller	Aller
5444	tête	tête	sans	sans
5445	reste	reste	dessein	dessein
5446	encore	encore	dans	dans
5447	aussi	aussi	une	une
5448	saine	saine	galère	galère
5449	que	que	!	!
5450	celle	celle	…	…
5451	d	d	.	.
5452	’	’	Prends	Prends
5453	un	un	tout	tout
5454	Chou	Chou	le	le
5455	cabus	cabus	reliquat	reliquat
5456	après	après	de	de
5457	la	la	cette	cette
5458	gelée	gelée	pièce	pièce
5459	.	.	.	.
5460	Viens	Viens	Ah	Ah
5461	m	m	!	!
5462	’	’	malheureuse	malheureuse
5463	embrasser	embrasser	géniture	géniture
5464	,	,	,	,
5465	viens	viens	tu	tu
5466	mon	mon	me	me
5467	Toutou	Toutou	coûtes	coûtes
5468	,	,	plus	plus
5469	et	et	d	d
5470	va	va	’	’
5471	-	-	or	or
5472	t	t	que	que
5473	-	-	tu	tu
5474	en	en	n	n
5475	aussitôt	aussitôt	’	’
5476	chercher	chercher	es	es
