	tokens1Source	tokens1AlignRaw	tokens2Source	tokens2AlignRaw
3474	lui	lui	me	me
3475	de	de	reprends	reprends
3476	l	l	,	,
3477	’	’	un	un
3478	Anis	Anis	var	var
3479	à	à	se	se
3480	la	la	reprend	reprend
3481	Reine	Reine	bian	bian
3482	,	,	.	.
3483	car	car	Mais	Mais
3484	les	les	guian	guian
3485	Médecins	Médecins	,	,
3486	en	en	si	si
3487	ordonnent	ordonnent	vous	vous
3488	contre	contre	pensiais	pensiais
3489	les	les	que	que
3490	vents	vents	je	je
3491	.	.	devièmes	devièmes
3492	Granger	Granger	entendre	entendre
3493	Va	Va	tous	tous
3494	-	-	ces	ces
3495	t	t	tintamarres	tintamarres
3496	-	-	là	là
3497	en	en	,	,
3498	dire	dire	comme	comme
3499	à	à	vous	vous
3500	Charlot	Charlot	autres	autres
3501	Granger	Granger	latinisseurs	latinisseurs
3502	qu	qu	,	,
3503	’	’	dame	dame
3504	il	il	,	,
3505	avole	avole	nanain	nanain
3506	subitement	subitement	.	.
3507	ici	ici	Et	Et
3508	.	.	vous	vous
3509	S	S	,	,
3510	’	’	comme	comme
3511	il	il	guièbe	guièbe
3512	veut	veut	,	,
3513	savoir	savoir	décharnachez	décharnachez
3514	qui	qui	vous	vous
3515	le	le	votre	votre
3516	demande	demande	philosophie	philosophie
3517	,	,	?	?
3518	dis	dis	J	J
3519	-	-	’	’
3520	lui	lui	arrive	arrive
3521	que	que	itou	itou
3522	c	c	au	au
3523	’	’	Deux	Deux
3524	est	est	Trois	Trois
3525	moi	moi	de	de
3526	.	.	Gilles	Gilles
3527	Scène	Scène	le	le
3528	3	3	Bâtard	Bâtard
3529	Granger	Granger	,	,
3530	,	,	dans	dans
3531	seul	seul	la	la
3532	.	.	Transilvanire	Transilvanire
3533	Donc	Donc	,	,
3534	séjonguant	séjonguant	et	et
3535	de	de	pis	pis
3536	nos	nos	au	au
3537	Lares	Lares	pays…	pays…
3538	ce	ce	au	au
3539	vorace	vorace	pays…	pays…
3540	absorbeur	absorbeur	du	du
3541	de	de	beurre	beurre
3542	biens	biens	.	.
3543	,	,	Châteaufort	Châteaufort
3544	chaque	chaque	Que	Que
3545	sol	sol	diable	diable
3546	de	de	veux	veux
3547	rente	rente	-	-
3548	que	que	tu	tu
3549	je	je	dire	dire
3550	soulais	soulais	,	,
3551	avoir	avoir	au	au
3552	deviendra	deviendra	pays	pays
3553	parisis	parisis	du	du
3554	!	!	beurre	beurre
3555	Et	Et	?	?
3556	le	le	Gareau	Gareau
3557	marteau	marteau	Oui	Oui
3558	de	de	,	,
3559	la	la	au	au
3560	jalousie	jalousie	pays	pays
3561	ne	ne	du	du
3562	sonnera	sonnera	beurre	beurre
3563	plus	plus	.	.
3564	les	les	Tanquia	Tanquia
3565	longues	longues	que	que
3566	heures	heures	c	c
3567	du	du	’	’
3568	désespoir	désespoir	est	est
3569	dans	dans	un	un
3570	le	le	pays	pays
3571	clocher	clocher	qui	qui
3572	de	de	est	est
3573	mon	mon	mou	mou
3574	âme	âme	comme	comme
3575	.	.	beurre	beurre
3576	D	D	et	et
3577	’	’	où	où
3578	un	un	les	les
3579	autre	autre	gens	gens
3580	côté	côté	sont	sont
3581	me	me	durs	durs
3582	puis	puis	comme	comme
3583	-	-	pierre…	pierre…
3584	je	je	Ha	Ha
3585	résoudre	résoudre	!	!
3586	au	au	C	C
3587	mariage	mariage	’	’
3588	,	,	est	est
3589	moi	moi	la	la
3590	que	que	Graisse	Graisse
3591	les	les	.	.
3592	Livres	Livres	Hé	Hé
3593	ont	ont	bian	bian
3594	instruit	instruit	,	,
3595	des	des	les	les
3596	accidents	accidents	gens	gens
3597	qu	qu	n	n
3598	’	’	’	’
3599	il	il	y	y
3600	tire	tire	sont	sont
3601	à	à	-	-
3602	sa	sa	ils	ils
3603	cordelle	cordelle	pas	pas
3604	?	?	bian	bian
3605	Que	Que	durs	durs
3606	je	je	,	,
3607	me	me	pis	pis
3608	marie	marie	que	que
3609	ou	ou	ce	ce
3610	ne	ne	sont	sont
3611	me	me	des	des
3612	marie	marie	grais	grais
3613	pas	pas	.	.
3614	,	,	Et	Et
3615	je	je	pis	pis
3616	suis	suis	,	,
3617	assuré	assuré	après	après
3618	de	de	ça	ça
3619	me	me	je	je
3620	repentir	repentir	nous	nous
3621	.	.	en	en
3622	N	N	allîmes	allîmes
3623	’	’	,	,
3624	importe	importe	révérence	révérence
3625	,	,	parler	parler
3626	ma	ma	en	en
3627	femme	femme	un	un
3628	prétendue	prétendue	pays	pays
3629	n	n	si	si
3630	’	’	loin	loin
3631	est	est	,	,
3632	pas	pas	si	si
3633	grande	grande	loin	loin
3634	;	;	,	,
3635	ayant	ayant	je	je
3636	à	à	pense	pense
3637	vêtir	vêtir	que	que
3638	une	une	mon	mon
3639	haire	haire	maitre	maitre
3640	,	,	appelait	appelait
3641	je	je	cela	cela
3642	ne	ne	le	le
3643	la	la	pays	pays
3644	puis	puis	des	des
3645	prendre	prendre	Bassins	Bassins
3646	trop	trop	,	,
3647	courte	courte	où	où
3648	.	.	le	le
3649	On	On	monde	monde
3650	dit	dit	est	est
3651	cependant	cependant	noir	noir
3652	qu	qu	comme	comme
3653	’	’	des	des
3654	elle	elle	antechrists	antechrists
3655	veut	veut	.	.
3656	plastronner	plastronner	Ordé	Ordé
3657	sa	sa	,	,
3658	virginité	virginité	je	je
3659	contre	contre	crois	crois
3660	les	les	faiblement	faiblement
3661	estocades	estocades	que	que
3662	de	de	je	je
3663	mes	mes	n	n
3664	perfections	perfections	’	’
3665	.	.	eussiemes	eussiemes
3666	Hé	Hé	pas	pas
3667	!	!	encore	encore
3668	à	à	cheminé	cheminé
3669	d	d	deux	deux
3670	’	’	glieues	glieues
3671	autres	autres	que	que
3672	,	,	j	j
3673	un	un	’	’
3674	pucelage	pucelage	eussièmes	eussièmes
3675	est	est	trouvé	trouvé
3676	plus	plus	le	le
3677	difficile	difficile	paradis	paradis
3678	à	à	et	et
3679	porter	porter	l	l
3680	qu	qu	’	’
3681	’	’	enfer	enfer
3682	une	une	.	.
3683	cuirasse	cuirasse	Par	Par
3684	.	.	enfin	enfin
3685	Toutes	Toutes	,	,
3686	les	les	je	je
3687	femmes	femmes	nous	nous
3688	ne	ne	boutimes	boutimes
3689	sont	sont	nos	nos
3690	-	-	caisses	caisses
3691	elles	elles	tout	tout
3692	pas	pas	au	au
3693	semblables	semblables	bout	bout
3694	aux	aux	du	du
3695	arbres	arbres	monde	monde
3696	,	,	dans	dans
3697	pourquoi	pourquoi	la	la
3698	donc	donc	Turquise	Turquise
3699	ne	ne	,	,
3700	voudraient	voudraient	moi	moi
3701	-	-	et	et
3702	elles	elles	mon	mon
3703	pas	pas	maitre	maitre
3704	être	être	.	.
3705	arrosées	arrosées	Par	Par
3706	?	?	ma	ma
3707	«	«	fy	fy
3708	Ac	Ac	,	,
3709	primo	primo	poourtant	poourtant
3710	»	»	,	,
3711	comme	comme	je	je
3712	les	les	disis	disis
3713	arbres	arbres	biantôt	biantôt
3714	,	,	à	à
3715	elles	elles	mon	mon
3716	ont	ont	maitre	maitre
3717	plusieurs	plusieurs	qu	qu
3718	têtes	têtes	’	’
3719	;	;	oul	oul
3720	comme	comme	s	s
3721	les	les	’	’
3722	arbres	arbres	en	en
3723	,	,	revenit	revenit
3724	si	si	.	.
3725	elles	elles	Hé	Hé
3726	sont	sont	quemant	quemant
3727	ou	ou	quelle	quelle
3728	trop	trop	vilanie	vilanie
3729	ou	ou	!	!
3730	trop	trop	Tous	Tous
3731	peu	peu	ces	ces
3732	humectées	humectées	Turcs	Turcs
3733	,	,	là	là
3734	elles	elles	sont	sont
3735	ne	ne	tretous	tretous
3736	portent	portent	huguenots	huguenots
3737	point	point	comme	comme
3738	;	;	des	des
3739	comme	comme	chiens	chiens
3740	les	les	.	.
3741	arbres	arbres	Oul	Oul
3742	,	,	se	se
3743	elles	elles	garmentet	garmentet
3744	ont	ont	par	par
3745	les	les	escousse	escousse
3746	fleurs	fleurs	de	de
3747	auparavant	auparavant	leur	leur
3748	que	que	bauller	bauller
3749	les	les	des	des
3750	fruits	fruits	exultations	exultations
3751	;	;	à	à
3752	comme	comme	la	la
3753	les	les	Turquoise	Turquoise
3754	arbres	arbres	.	.
3755	,	,	Châteaufort	Châteaufort
3756	elles	elles	Il	Il
3757	déchargent	déchargent	faut	faut
3758	quand	quand	dire	dire
3759	on	on	des	des
3760	les	les	exhortations	exhortations
3761	secoue	secoue	à	à
3762	.	.	la	la
3763	Enfin	Enfin	Turque	Turque
3764	,	,	.	.
3765	Jean	Jean	Gareau	Gareau
3766	Despautère	Despautère	Et	Et
3767	le	le	je	je
3768	confirme	confirme	ne	ne
3769	,	,	veux	veux
3770	quand	quand	pas	pas
3771	il	il	,	,
3772	dit	dit	moi	moi
3773	«	«	;	;
3774	Arboris	Arboris	et	et
3775	est	est	vous	vous
3776	nomen	nomen	êtes	êtes
3777	muliebre	muliebre	un	un
3778	»	»	sot	sot
3779	.	.	drès	drès
3780	Mais	Mais	là	là
3781	je	je	;	;
3782	crois	crois	et	et
3783	que	que	testigué	testigué
3784	Paquier	Paquier	.	.
3785	a	a	vous	vous
3786	bu	bu	êtes	êtes
3787	de	de	un	un
3788	l	l	inorant	inorant
3789	’	’	là	là
3790	eau	eau	-	-
3791	du	du	dedans	dedans
3792	fleuve	fleuve	.	.
3793	Léthé	Léthé	Car	Car
3794	,	,	ventregué	ventregué
3795	ou	ou	,	,
3796	que	que	si	si
3797	mon	mon	ous	ous
3798	fils	fils	êtes	êtes
3799	s	s	un	un
3800	’	’	si	si
3801	approche	approche	bon	bon
3802	à	à	diseux	diseux
3803	pas	pas	,	,
3804	d	d	morgué	morgué
3805	’	’	,	,
3806	Écrevisse	Écrevisse	tapons	tapons
3807	;	;	nous	nous
3808	je	je	donc	donc
3809	m	m	la	la
3810	’	’	gueule	gueule
3811	en	en	comme	comme
3812	vais	vais	il	il
3813	«	«	faut	faut
3814	obviam	obviam	.	.
3815	»	»	Dame	Dame
3816	droit	droit	,	,
3817	à	à	il	il
3818	lui	lui	ne	ne
3819	.	.	faut	faut
3820	Scène	Scène	point	point
3821	4	4	de	de
3822	Charlot	Charlot	beurre	beurre
3823	,	,	pour	pour
3824	Paquier	Paquier	faire	faire
3825	.	.	un	un
3826	Charlot	Charlot	quarteron	quarteron
3827	Je	Je	.	.
3828	ne	ne	Et	Et
3829	puis	puis	quien	quien
3830	rien	rien	,	,
3831	comprendre	comprendre	et	et
3832	à	à	vela	vela
3833	ton	ton	pour	pour
3834	galimatias	galimatias	toi	toi
3835	.	.	.	.
3836	Paquier	Paquier	(	(
3837	Pour	Pour	Il	Il
3838	moi	moi	le	le
3839	,	,	frappe	frappe
3840	je	je	.	.
3841	ne	ne	)	)
3842	trouve	trouve	Châteaufort	Châteaufort
3843	rien	rien	Ce	Ce
3844	de	de	coup	coup
3845	si	si	ne	ne
3846	clair	clair	m	m
3847	.	.	’	’
3848	Charlot	Charlot	offense	offense
3849	Mais	Mais	point	point
3850	enfin	enfin	,	,
3851	,	,	au	au
3852	ne	ne	contraire	contraire
3853	me	me	;	;
3854	saurais	saurais	il	il
3855	-	-	publie	publie
3856	tu	tu	mon	mon
3857	dire	dire	courage	courage
3858	qui	qui	invincible	invincible
3859	c	c	à	à
3860	’	’	souffrir	souffrir
3861	est	est	.	.
3862	qui	qui	Toutefois	Toutefois
3863	me	me	,	,
3864	demande	demande	afin	afin
3865	?	?	que	que
3866	Paquier	Paquier	tu	tu
3867	Je	Je	ne	ne
3868	vous	vous	te	te
3869	dis	dis	rendes	rendes
3870	que	que	pas	pas
3871	c	c	indigne	indigne
3872	’	’	de	de
3873	est	est	pardon	pardon
3874	moi	moi	par	par
3875	.	.	une	une
3876	Charlot	Charlot	seconde	seconde
3877	Comment	Comment	faute	faute
3878	,	,	,	,
3879	toi	toi	encore	encore
3880	?	?	que	que
3881	Paquier	Paquier	ce	ce
3882	Je	Je	soit	soit
3883	ne	ne	ma	ma
3884	vous	vous	coutume	coutume
3885	dis	dis	de	de
3886	pas	pas	donner	donner
3887	moi	moi	plutôt	plutôt
3888	.	.	un	un
3889	Mais	Mais	coup	coup
3890	je	je	d	d
3891	vous	vous	’	’
3892	dis	dis	épée	épée
3893	que	que	qu	qu
3894	c	c	’	’
3895	’	’	une	une
3896	est	est	parole	parole
3897	,	,	,	,
3898	Moi	Moi	je	je
3899	;	;	veux	veux
3900	car	car	bien	bien
3901	il	il	te	te
3902	m	m	dire	dire
3903	’	’	qui	qui
3904	a	a	je	je
3905	dit	dit	suis	suis
3906	en	en	.	.
3907	partant	partant	J	J
3908	,	,	’	’
3909	dis	dis	ai	ai
3910	-	-	fait	fait
3911	lui	lui	en	en
3912	que	que	ma	ma
3913	c	c	vie	vie
3914	’	’	septante	septante
3915	est	est	mille	mille
3916	,	,	combats	combats
3917	Moi	Moi	,	,
3918	.	.	et	et
3919	Charlot	Charlot	n	n
3920	Ne	Ne	’	’
3921	serait	serait	ai	ai
3922	-	-	jamais	jamais
3923	ce	ce	porté	porté
3924	point	point	botte	botte
3925	mon	mon	qui	qui
3926	Père	Père	n	n
3927	que	que	’	’
3928	tu	tu	ait	ait
3929	veux	veux	tué	tué
3930	dire	dire	sans	sans
3931	?	?	confession	confession
3932	Paquier	Paquier	.	.
3933	Hé	Hé	-	-
3934	!	!	Mais	Mais
3935	vraiment	vraiment	que	que
3936	oui	oui	cet	cet
3937	.	.	avertissement	avertissement
3938	À	À	ne	ne
3939	propos	propos	t	t
3940	,	,	’	’
3941	je	je	effraye	effraye
3942	pense	pense	point	point
3943	qu	qu	.	.
3944	’	’	Je	Je
3945	il	il	suis	suis
3946	a	a	tout	tout
3947	envie	envie	cœur	cœur
3948	de	de	,	,
3949	vous	vous	et	et
3950	envoyer	envoyer	il	il
3951	sur	sur	n	n
3952	la	la	’	’
3953	Mer	Mer	y	y
3954	.	.	a	a
3955	Charlot	Charlot	point	point
3956	Hé	Hé	,	,
3957	!	!	par	par
3958	quoi	quoi	conséquent	conséquent
3959	faire	faire	,	,
3960	,	,	de	de
3961	Paquier	Paquier	place	place
3962	?	?	sur	sur
3963	Paquier	Paquier	mon	mon
3964	Il	Il	corps	corps
3965	ne	ne	où	où
3966	me	me	tu	tu
3967	l	l	puisses	puisses
3968	’	’	adresser	adresser
3969	a	a	tes	tes
3970	point	point	coups	coups
3971	dit	dit	sans	sans
3972	;	;	me	me
3973	mais	mais	tuer	tuer
3974	je	je	.	.
3975	crois	crois	Sus	Sus
3976	que	que	donc	donc
3977	c	c	,	,
3978	’	’	mais	mais
3979	est	est	gardons	gardons
3980	pour	pour	la	la
3981	voir	voir	vue	vue
3982	la	la	,	,
3983	campagne	campagne	ne	ne
3984	.	.	portons	portons
3985	Charlot	Charlot	point	point
3986	J	J	de	de
3987	’	’	même	même
3988	ai	ai	temps	temps
3989	trop	trop	,	,
3990	voyagé	voyagé	ni	ni
3991	,	,	poussons	poussons
3992	j	j	point	point
3993	’	’	de	de
3994	en	en	près	près
3995	suis	suis	,	,
3996	las	las	ne	ne
3997	.	.	tirons	tirons
3998	Paquier	Paquier	point	point
3999	Qui	Qui	de	de
4000	,	,	seconde	seconde
4001	vous	vous	.	.
4002	?	?	Mais	Mais
4003	je	je	vite	vite
4004	vais	vais	,	,
4005	gager	gager	vite	vite
4006	ce	ce	,	,
4007	chapeau	chapeau	je	je
4008	de	de	n	n
4009	Cocu	Cocu	’	’
4010	,	,	aime	aime
4011	qui	qui	pas	pas
4012	est	est	tant	tant
4013	un	un	de	de
4014	des	des	discours	discours
4015	vieux	vieux	.	.
4016	de	de	MorDieu	MorDieu
4017	votre	votre	,	,
4018	Père	Père	depuis	depuis
4019	,	,	le	le
4020	que	que	temps	temps
4021	vous	vous	je	je
4022	n	n	me	me
4023	’	’	serais	serais
4024	avez	avez	mis	mis
4025	jamais	jamais	en	en
4026	vu	vu	garde	garde
4027	la	la	,	,
4028	Mer	Mer	j	j
4029	que	que	’	’
4030	dans	dans	aurais	aurais
4031	une	une	gagné	gagné
4032	Huître	Huître	la	la
4033	à	à	mesure	mesure
4034	l	l	,	,
4035	’	’	j	j
4036	écaille	écaille	’	’
4037	.	.	aurais	aurais
4038	Charlot	Charlot	coupé	coupé
4039	Et	Et	sous	sous
4040	toi	toi	le	le
4041	,	,	bras	bras
4042	Paquier	Paquier	,	,
4043	,	,	j	j
4044	en	en	’	’
4045	as	as	aurais	aurais
4046	-	-	marqué	marqué
4047	tu	tu	tous	tous
4048	vu	vu	les	les
4049	davantage	davantage	battements	battements
4050	?	?	,	,
4051	Paquier	Paquier	j	j
4052	Oui	Oui	’	’
4053	-	-	aurais	aurais
4054	da	da	tiré	tiré
4055	!	!	la	la
4056	j	j	flanconade	flanconade
4057	’	’	,	,
4058	ai	ai	j	j
4059	vu	vu	’	’
4060	les	les	aurais	aurais
4061	Bons	Bons	quarté	quarté
4062	-	-	du	du
4063	Hommes	Hommes	pied	pied
4064	,	,	gauche	gauche
4065	Chaillot	Chaillot	,	,
4066	,	,	j	j
4067	Saint	Saint	’	’
4068	-	-	aurais	aurais
4069	Cloud	Cloud	marqué	marqué
4070	,	,	feinte	feinte
4071	Vaugirard	Vaugirard	à	à
4072	.	.	la	la
4073	Charlot	Charlot	pointe	pointe
4074	Et	Et	et	et
4075	qu	qu	dedans	dedans
4076	’	’	et	et
4077	y	y	dehors	dehors
4078	as	as	,	,
4079	-	-	j	j
4080	tu	tu	’	’
4081	remarqué	remarqué	aurais	aurais
4082	de	de	estramaçonné	estramaçonné
4083	beau	beau	,	,
4084	,	,	ébranlé	ébranlé
4085	Paquier	Paquier	,	,
4086	?	?	empiété	empiété
4087	Paquier	Paquier	,	,
4088	À	À	engagé	engagé
4089	la	la	,	,
4090	vérité	vérité	volté	volté
4091	,	,	,	,
4092	je	je	porté	porté
4093	ne	ne	,	,
4094	les	les	paré	paré
4095	vis	vis	,	,
4096	pas	pas	riposté	riposté
4097	trop	trop	,	,
4098	bien	bien	quarté	quarté
4099	,	,	,	,
4100	pour	pour	passé	passé
4101	ce	ce	,	,
4102	que	que	désarmé	désarmé
4103	les	les	et	et
4104	murailles	murailles	tué	tué
4105	m	m	trente	trente
4106	’	’	hommes	hommes
4107	empêchaient	empêchaient	.	.
4108	.	.	Gareau	Gareau
4109	Charlot	Charlot	Vrament	Vrament
4110	Je	Je	,	,
4111	pense	pense	vramlent	vramlent
4112	,	,	,	,
4113	ma	ma	vla	vla
4114	foi	foi	bian	bian
4115	,	,	la	la
4116	que	que	musicle	musicle
4117	tes	tes	de	de
4118	voyages	voyages	St	St
4119	n	n	Innocent	Innocent
4120	’	’	,	,
4121	ont	ont	la	la
4122	pas	pas	plus	plus
4123	été	été	grande	grande
4124	plus	plus	piqué	piqué
4125	longs	longs	du	du
4126	que	que	monde	monde
4127	sera	sera	.	.
4128	celui	celui	Quel	Quel
4129	dont	dont	embrocheux	embrocheux
4130	tu	tu	de	de
4131	me	me	limas	limas
4132	parles	parles	!	!
4133	.	.	Et	Et
4134	Va	Va	quien	quien
4135	,	,	,	,
4136	tu	tu	quien	quien
4137	peux	peux	,	,
4138	l	l	vla	vla
4139	’	’	encore	encore
4140	assurer	assurer	pour	pour
4141	que	que	t	t
4142	je	je	’	’
4143	ne	ne	agacer	agacer
4144	désire	désire	.	.
4145	pas…	pas…	(	(
4146	Scène	Scène	Il	Il
4147	5	5	le	le
4148	Granger	Granger	frappe	frappe
4149	,	,	encore	encore
4150	Charlot	Charlot	.	.
4151	,	,	)	)
4152	Paquier	Paquier	Châteaufort	Châteaufort
4153	.	.	Je	Je
4154	Granger	Granger	ne	ne
4155	Que	Que	sais	sais
4156	tu	tu	,	,
4157	demeures	demeures	Dieu	Dieu
4158	plus	plus	me	me
4159	longtemps	longtemps	damne	damne
4160	ici	ici	,	,
4161	?	?	ce	ce
4162	Vite	Vite	que	que
4163	,	,	m	m
4164	Charlot	Charlot	’	’
4165	,	,	a	a
4166	il	il	fait	fait
4167	faut	faut	ce	ce
4168	partir	partir	maraud	maraud
4169	.	.	,	,
4170	Songe	Songe	je	je
4171	à	à	ne	ne
4172	l	l	me	me
4173	’	’	saurais	saurais
4174	Adieu	Adieu	fâcher	fâcher
4175	dont	dont	contre	contre
4176	tu	tu	lui	lui
4177	prendras	prendras	.	.
4178	congé	congé	(	(
4179	des	des	Il	Il
4180	Dieux	Dieux	est	est
4181	-	-	encore	encore
4182	Foyers	Foyers	frappé	frappé
4183	,	,	.	.
4184	protecteurs	protecteurs	)	)
4185	du	du	Foi	Foi
4186	toit	toit	de	de
4187	paternel	paternel	cavalier	cavalier
4188	;	;	cette	cette
4189	car	car	gentillesse	gentillesse
4190	demain	demain	me	me
4191	l	l	charme	charme
4192	’	’	.	.
4193	Aurore	Aurore	Voilà	Voilà
4194	porte	porte	le	le
4195	-	-	faquin	faquin
4196	safran	safran	du	du
4197	ne	ne	plus	plus
4198	se	se	grand	grand
4199	sera	sera	cœur	cœur
4200	pas	pas	que	que
4201	plutôt	plutôt	je	je
4202	jetée	jetée	vis	vis
4203	des	des	jamais	jamais
4204	bras	bras	(	(
4205	de	de	Nouveaux	Nouveaux
4206	Tithon	Tithon	coups	coups
4207	dans	dans	.	.
4208	ceux	ceux	)	)
4209	de	de	Il	Il
4210	Céphale	Céphale	faut	faut
4211	qu	qu	nécessairement	nécessairement
4212	’	’	ou	ou
4213	il	il	que	que
4214	te	te	ce	ce
4215	faudra	faudra	bélître	bélître
4216	fier	fier	soit	soit
4217	à	à	mon	mon
4218	la	la	fils	fils
4219	discrétion	discrétion	ou	ou
4220	de	de	qu	qu
4221	Neptune	Neptune	’	’
4222	Guide	Guide	il	il
4223	-	-	soit	soit
4224	nefs	nefs	démoniaque	démoniaque
4225	.	.	.	.
4226	C	C	(	(
4227	’	’	Nouveaux	Nouveaux
4228	est	est	coups	coups
4229	à	à	.	.
4230	Venise	Venise	)	)
4231	où	où	D	D
4232	je	je	’	’
4233	t	t	égorger	égorger
4234	’	’	mon	mon
4235	envoie	envoie	fils	fils
4236	;	;	à	à
4237	«	«	mon	mon
4238	Tuus	Tuus	escient	escient
4239	enim	enim	,	,
4240	patruus	patruus	je	je
4241	»	»	n	n
4242	m	m	’	’
4243	’	’	ai	ai
4244	a	a	garde	garde
4245	mandé	mandé	;	;
4246	qu	qu	de	de
4247	’	’	tuer	tuer
4248	étant	étant	un	un
4249	orbe	orbe	possédé	possédé
4250	d	d	,	,
4251	’	’	j	j
4252	hoirs	hoirs	’	’
4253	mâles	mâles	aurais	aurais
4254	,	,	tort	tort
4255	il	il	,	,
4256	avait	avait	puisqu	puisqu
4257	besoin	besoin	’	’
4258	d	d	il	il
4259	’	’	n	n
4260	un	un	’	’
4261	personnage	personnage	est	est
4262	sur	sur	pas	pas
4263	la	la	coupable	coupable
4264	fidélité	fidélité	des	des
4265	duquel	duquel	fautes	fautes
4266	il	il	que	que
4267	pût	pût	le	le
4268	se	se	diable	diable
4269	reposer	reposer	lui	lui
4270	du	du	fait	fait
4271	maniement	maniement	faire	faire
4272	de	de	.	.
4273	ses	ses	Toutefois	Toutefois
4274	facultés	facultés	,	,
4275	.	.	ô	ô
4276	Puisque	Puisque	pauvre	pauvre
4277	donc	donc	paysan	paysan
4278	tu	tu	,	,
4279	n	n	sache	sache
4280	’	’	que	que
4281	as	as	je	je
4282	jamais	jamais	porte	porte
4283	voulu	voulu	à	à
4284	t	t	mon	mon
4285	’	’	côté	côté
4286	abreuver	abreuver	la	la
4287	aux	aux	mère	mère
4288	Marets	Marets	nourrice	nourrice
4289	,	,	des	des
4290	fils	fils	fossoyeurs	fossoyeurs
4291	de	de	,	,
4292	l	l	que	que
4293	’	’	de	de
4294	ongle	ongle	la	la
4295	du	du	tête	tête
4296	Cheval	Cheval	du	du
4297	emplumé	emplumé	dernier	dernier
4298	,	,	Sophi	Sophi
4299	et	et	je	je
4300	que	que	fis	fis
4301	la	la	un	un
4302	Lyrique	Lyrique	pommeau	pommeau
4303	harmonie	harmonie	à	à
4304	du	du	mon	mon
4305	savant	savant	épée	épée
4306	meurtrier	meurtrier	;	;
4307	de	de	que	que
4308	Python	Python	du	du
4309	n	n	vent	vent
4310	’	’	de	de
4311	a	a	mon	mon
4312	jamais	jamais	chapeau	chapeau
4313	enflé	enflé	je	je
4314	ta	ta	submerge	submerge
4315	parole	parole	une	une
4316	,	,	armée	armée
4317	essaie	essaie	navale	navale
4318	si	si	et	et
4319	,	,	que	que
4320	dans	dans	,	,
4321	la	la	qui	qui
4322	marchandise	marchandise	veut	veut
4323	,	,	savoir	savoir
4324	Mercure	Mercure	le	le
4325	aux	aux	nombre	nombre
4326	pieds	pieds	des	des
4327	ailés	ailés	hommes	hommes
4328	te	te	que	que
4329	prêtera	prêtera	j	j
4330	son	son	’	’
4331	Caducée	Caducée	ai	ai
4332	.	.	tués	tués
4333	Ainsi	Ainsi	n	n
4334	le	le	’	’
4335	turbulent	turbulent	a	a
4336	Éole	Éole	qu	qu
4337	te	te	’	’
4338	soit	soit	à	à
4339	aussi	aussi	poser	poser
4340	affable	affable	un	un
4341	qu	qu	neuf	neuf
4342	’	’	et	et
4343	aux	aux	tous	tous
4344	pacifiques	pacifiques	les	les
4345	Nids	Nids	grains	grains
4346	des	des	de	de
4347	Alcyons	Alcyons	sable	sable
4348	!	!	de	de
4349	Enfin	Enfin	la	la
4350	,	,	mer	mer
4351	Charlot	Charlot	ensuite	ensuite
4352	,	,	qui	qui
4353	il	il	serviront	serviront
4354	faut	faut	de	de
4355	partir	partir	zéros	zéros
4356	.	.	.	.
4357	Charlot	Charlot	(	(
4358	Pour	Pour	Nouveaux	Nouveaux
4359	où	où	coups	coups
4360	aller	aller	.	.
4361	,	,	)	)
4362	mon	mon	Quoique	Quoique
4363	père	père	tu	tu
4364	?	?	fasses	fasses
4365	Granger	Granger	ayant	ayant
4366	À	À	protesté	protesté
4367	Venise	Venise	que	que
4368	,	,	je	je
4369	mon	mon	gagnerais	gagnerais
4370	fils	fils	cela	cela
4371	.	.	sur	sur
4372	Charlot	Charlot	moi	moi
4373	Je	Je	-	-
4374	vois	vois	même	même
4375	bien	bien	de	de
4376	,	,	me	me
4377	Monsieur	Monsieur	laisser	laisser
4378	,	,	battre	battre
4379	que	que	une	une
4380	vous	vous	fois	fois
4381	voulez	voulez	en	en
4382	éprouver	éprouver	ma	ma
4383	si	si	vie	vie
4384	je	je	,	,
4385	serais	serais	il	il
4386	assez	assez	ne	ne
4387	lâche	lâche	sera	sera
4388	pour	pour	pas	pas
4389	vous	vous	dit	dit
4390	abandonner	abandonner	qu	qu
4391	,	,	’	’
4392	et	et	un	un
4393	par	par	manant	manant
4394	mon	mon	comme	comme
4395	absence	absence	toi	toi
4396	vous	vous	me	me
4397	arracher	arracher	fasse	fasse
4398	d	d	changer	changer
4399	’	’	de	de
4400	entre	entre	résolution	résolution
4401	les	les	.	.
4402	bras	bras	(	(
4403	un	un	Gareau	Gareau
4404	fils	fils	se	se
4405	unique	unique	retire	retire
4406	.	.	au	au
4407	Mais	Mais	coin	coin
4408	non	non	du	du
4409	,	,	théâtre	théâtre
4410	mon	mon	,	,
4411	père	père	le	le
4412	,	,	Capitan	Capitan
4413	si	si	demeure	demeure
4414	vos	vos	seul	seul
4415	tendresses	tendresses	.	.
4416	sont	sont	)	)
4417	assez	assez	Quelque	Quelque
4418	grandes	grandes	faquin	faquin
4419	pour	pour	de	de
4420	sacrifier	sacrifier	cœur	cœur
