	tokens1Source	tokens1AlignRaw	tokens2Source	tokens2AlignRaw
7333	Antrechrists	Antrechrists	quand	quand
7334	.	.	elle	elle
7335	Ardé	Ardé	serait	serait
7336	,	,	esclave	esclave
7337	je	je	en	en
7338	crois	crois	Turquie	Turquie
7339	fixiblement	fixiblement	de	de
7340	que	que	l	l
7341	je	je	’	’
7342	n	n	y	y
7343	’	’	laisser	laisser
7344	eussiesme	eussiesme	.	.
7345	pas	pas	Granger	Granger
7346	encore	encore	Je	Je
7347	cheminé	cheminé	les	les
7348	deux	deux	ferai	ferai
7349	glieues	glieues	mentir	mentir
7350	,	,	.	.
7351	que	que	S	S
7352	j	j	’	’
7353	’	’	en	en
7354	eussiesmes	eussiesmes	aller	aller
7355	trové	trové	dans	dans
7356	le	le	la	la
7357	Paradis	Paradis	galère	galère
7358	et	et	d	d
7359	l	l	’	’
7360	’	’	un	un
7361	Enfar	Enfar	turc	turc
7362	.	.	!	!
7363	Mais	Mais	Hé	Hé
7364	tenez	tenez	quoi	quoi
7365	,	,	faire	faire
7366	tout	tout	de	de
7367	ce	ce	par	par
7368	qui	qui	tous	tous
7369	me	me	les	les
7370	semblit	semblit	diables	diables
7371	de	de	,	,
7372	pus	pus	dans	dans
7373	biau	biau	cette	cette
7374	à	à	galère	galère
7375	voir	voir	!	!
7376	,	,	Ô	Ô
7377	c	c	!	!
7378	’	’	galère	galère
7379	est	est	,	,
7380	ces	ces	galère	galère
7381	petits	petits	,	,
7382	Sarrasins	Sarrasins	tu	tu
7383	d	d	mets	mets
7384	’	’	bien	bien
7385	Italise	Italise	ma	ma
7386	;	;	bourse	bourse
7387	cette	cette	aux	aux
7388	petite	petite	galères	galères
7389	grene	grene	.	.
7390	d	d	(	(
7391	’	’	Il	Il
7392	andouille	andouille	sort	sort
7393	n	n	un	un
7394	’	’	moment	moment
7395	est	est	.	.
7396	pas	pas	)	)
7397	plus	plus	Paquier	Paquier
7398	grande	grande	Voilà	Voilà
7399	que	que	ce	ce
7400	savequoy	savequoy	que	que
7401	,	,	c	c
7402	et	et	’	’
7403	s	s	est	est
7404	’	’	que	que
7405	ils	ils	d	d
7406	sçavont	sçavont	’	’
7407	déjà	déjà	aller	aller
7408	parler	parler	aux	aux
7409	Italian	Italian	galères	galères
7410	.	.	!	!
7411	Dame	Dame	Qui	Qui
7412	je	je	diable	diable
7413	ne	ne	le	le
7414	fesismes	fesismes	pressait	pressait
7415	là	là	?	?
7416	guère	guère	Peut	Peut
7417	d	d	-	-
7418	’	’	être	être
7419	ordure	ordure	que	que
7420	.	.	s	s
7421	Je	Je	’	’
7422	nous	nous	il	il
7423	bandîmes	bandîmes	eût	eût
7424	nos	nos	eu	eu
7425	quaisses	quaisses	la	la
7426	tout	tout	patience	patience
7427	au	au	d	d
7428	bout	bout	’	’
7429	du	du	attendre	attendre
7430	monde	monde	encore	encore
7431	dans	dans	huit	huit
7432	la	la	jours	jours
7433	Turquise	Turquise	,	,
7434	,	,	le	le
7435	moi	moi	roi	roi
7436	et	et	l	l
7437	mon	mon	’	’
7438	Maître	Maître	y	y
7439	.	.	eut	eut
7440	Parmafi	Parmafi	envoyé	envoyé
7441	,	,	en	en
7442	pourtant	pourtant	si	si
7443	je	je	bonne	bonne
7444	disis	disis	compagnie	compagnie
7445	biantôt	biantôt	que	que
7446	à	à	les	les
7447	mon	mon	turcs	turcs
7448	Maître	Maître	ne	ne
7449	qu	qu	l	l
7450	’	’	’	’
7451	oui	oui	eussent	eussent
7452	s	s	pas	pas
7453	’	’	pris	pris
7454	en	en	.	.
7455	revenit	revenit	Corbineli	Corbineli
7456	.	.	Votre	Votre
7457	«	«	maître	maître
7458	Hé	Hé	ne	ne
7459	quement	quement	songe	songe
7460	,	,	pas	pas
7461	quelle	quelle	que	que
7462	vilanie	vilanie	ces	ces
7463	?	?	turcs	turcs
7464	Tous	Tous	me	me
7465	ces	ces	dévoreront	dévoreront
7466	Turs	Turs	.	.
7467	-	-	Paquier	Paquier
7468	là	là	Vous	Vous
7469	sont	sont	êtes	êtes
7470	tretous	tretous	à	à
7471	huguenots	huguenots	l	l
7472	comme	comme	’	’
7473	des	des	abri	abri
7474	chiens	chiens	de	de
7475	.	.	ce	ce
7476	»	»	côté	côté
7477	Oul	Oul	-	-
7478	se	se	là	là
7479	garmantet	garmantet	,	,
7480	par	par	car	car
7481	escousse	escousse	les	les
7482	de	de	mahométans	mahométans
7483	leur	leur	ne	ne
7484	bailler	bailler	mangent	mangent
7485	des	des	point	point
7486	exultations	exultations	de	de
7487	à	à	porc	porc
7488	la	la	.	.
7489	Turquoise	Turquoise	Granger	Granger
7490	.	.	,	,
7491	Châteaufort	Châteaufort	revenant	revenant
7492	Il	Il	à	à
7493	faut	faut	Corbineli	Corbineli
7494	dire	dire	.	.
7495	des	des	Tiens	Tiens
7496	exhortations	exhortations	!	!
7497	à	à	va	va
7498	la	la	-	-
7499	Turque	Turque	t	t
7500	.	.	-	-
7501	Gareau	Gareau	en	en
7502	Ô	Ô	,	,
7503	bian	bian	emporte	emporte
7504	,	,	tout	tout
7505	tant	tant	mon	mon
7506	quia	quia	bien	bien
7507	qu	qu	.	.
7508	’	’	(	(
7509	il	il	Il	Il
7510	les	les	lui	lui
7511	sarmonet	sarmonet	donne	donne
7512	comme	comme	ma	ma
7513	il	il	bourse	bourse
7514	falet	falet	et	et
7515	.	.	s	s
7516	Châteaufort	Châteaufort	’	’
7517	Ton	Ton	en	en
7518	Maître	Maître	retourne	retourne
7519	savait	savait	en	en
7520	donc	donc	même	même
7521	l	l	temps	temps
7522	’	’	suivi	suivi
7523	Idiome	Idiome	de	de
7524	Turc	Turc	Paquier	Paquier
7525	?	?	.	.
7526	Gareau	Gareau	)	)
7527	Hé	Hé	Scène	Scène
7528	vrament	vrament	9	9
7529	oui	oui	Corbineli	Corbineli
7530	oul	oul	,	,
7531	sçavet	sçavet	Charlot	Charlot
7532	;	;	.	.
7533	tous	tous	Corbineli	Corbineli
7534	ces	ces	,	,
7535	Gerosmes	Gerosmes	frappant	frappant
7536	-	-	à	à
7537	là	là	la	la
7538	;	;	porte	porte
7539	les	les	de	de
7540	avet	avet	La	La
7541	-	-	Tremblaye	Tremblaye
7542	il	il	.	.
7543	pas	pas	Montjoie	Montjoie
7544	veus	veus	Saint	Saint
7545	dans	dans	-	-
7546	le	le	Denis	Denis
7547	Latin	Latin	,	,
7548	?	?	ville	ville
7549	Son	Son	gagnée	gagnée
7550	frère	frère	!	!
7551	itou	itou	«	«
7552	étet	étet	Accede	Accede
7553	bien	bien	»	»
7554	savant	savant	,	,
7555	,	,	Granger	Granger
7556	mais	mais	le	le
7557	oul	oul	jeune	jeune
7558	n	n	,	,
7559	’	’	«	«
7560	étet	étet	accede	accede
7561	pas	pas	»	»
7562	encore	encore	.	.
7563	si	si	Ô	Ô
7564	savant	savant	le	le
7565	,	,	plus	plus
7566	car	car	heureux	heureux
7567	n	n	des	des
7568	’	’	hommes	hommes
7569	en	en	!	!
7570	marmuset	marmuset	ô	ô
7571	qu	qu	le	le
7572	’	’	plus	plus
7573	oul	oul	chéri	chéri
7574	n	n	des	des
7575	’	’	Dieux	Dieux
7576	avet	avet	!	!
7577	appris	appris	Tenez	Tenez
7578	le	le	,	,
7579	Latin	Latin	prenez	prenez
7580	qu	qu	,	,
7581	’	’	parlez	parlez
7582	en	en	à	à
7583	François	François	cette	cette
7584	.	.	bourse	bourse
7585	C	C	,	,
7586	’	’	et	et
7587	étet	étet	lui	lui
7588	un	un	demandez	demandez
7589	bon	bon	ce	ce
7590	Nicolas	Nicolas	que	que
7591	,	,	je	je
7592	qui	qui	vaux	vaux
7593	s	s	.	.
7594	’	’	Charlot	Charlot
7595	en	en	Allons	Allons
7596	allet	allet	vite	vite
7597	tout	tout	,	,
7598	devant	devant	allons	allons
7599	ly	ly	inhumer	inhumer
7600	,	,	cet	cet
7601	hurlu	hurlu	argent	argent
7602	brelu	brelu	,	,
7603	,	,	mort	mort
7604	n	n	pour	pour
7605	’	’	mon	mon
7606	en	en	père	père
7607	eut	eut	,	,
7608	pas	pas	au	au
7609	dit	dit	coffre	coffre
7610	qu	qu	de	de
7611	’	’	Mademoiselle	Mademoiselle
7612	oul	oul	Genevote	Genevote
7613	y	y	.	.
7614	touchet	touchet	Acte	Acte
7615	,	,	II	II
7616	et	et	Scène	Scène
7617	stampandant	stampandant	première	première
7618	oul	oul	Granger	Granger
7619	marmonet	marmonet	,	,
7620	toujours	toujours	Genevote	Genevote
7621	dans	dans	,	,
7622	une	une	puis	puis
7623	bâtelée	bâtelée	Paquier	Paquier
7624	de	de	.	.
7625	Livres	Livres	Granger	Granger
7626	.	.	,	,
7627	Je	Je	d	d
7628	ne	ne	’	’
7629	me	me	abord	abord
7630	sauras	sauras	seul	seul
7631	tenir	tenir	.	.
7632	de	de	Ah	Ah
7633	rire	rire	!	!
7634	,	,	fortune	fortune
7635	quand	quand	,	,
7636	je	je	fortune	fortune
7637	me	me	,	,
7638	ramenteu	ramenteu	ne	ne
7639	des	des	me	me
7640	noms	noms	regarderas	regarderas
7641	si	si	-	-
7642	biscornus	biscornus	tu	tu
7643	,	,	jamais	jamais
7644	et	et	qu	qu
7645	si	si	’	’
7646	,	,	en	en
7647	par	par	rechignant	rechignant
7648	le	le	.	.
7649	sanguoi	sanguoi	Jamais	Jamais
7650	tout	tout	ne	ne
7651	ça	ça	riras	riras
7652	étet	étet	-	-
7653	vrai	vrai	tu	tu
7654	,	,	pour	pour
7655	car	car	moi	moi
7656	oui	oui	?	?
7657	étet	étet	(	(
7658	moulé	moulé	Apercevant	Apercevant
7659	.	.	Genevote	Genevote
7660	D	D	sortant	sortant
7661	’	’	de	de
7662	auquns	auquns	la	la
7663	s	s	maison	maison
7664	’	’	de	de
7665	intilaient	intilaient	La	La
7666	,	,	Tremblaye	Tremblaye
7667	s	s	.	.
7668	’	’	)	)
7669	intulaient	intulaient	Ah	Ah
7670	:	:	!	!
7671	ouay	ouay	Mademoiselle	Mademoiselle
7672	?	?	,	,
7673	Ce	Ce	soyez	soyez
7674	n	n	venue	venue
7675	’	’	autant	autant
7676	est	est	à	à
7677	pas	pas	la	la
7678	encore	encore	bonne	bonne
7679	comme	comme	heure	heure
7680	ça	ça	que	que
7681	.	.	la	la
7682	S	S	grâce	grâce
7683	’	’	aux	aux
7684	inlutilaient	inlutilaient	pendus	pendus
7685	,	,	quand	quand
7686	j	j	ils	ils
7687	’	’	sont	sont
7688	y	y	sur	sur
7689	sis	sis	l	l
7690	casi	casi	’	’
7691	.	.	échelle	échelle
7692	S	S	.	.
7693	’	’	Genevote	Genevote
7694	intilutaient	intilutaient	Est	Est
7695	,	,	-	-
7696	sin	sin	ce	ce
7697	,	,	l	l
7698	sin	sin	’	’
7699	,	,	amour	amour
7700	sin	sin	qui	qui
7701	.	.	vous	vous
7702	Tanquia	Tanquia	a	a
7703	que	que	rendu	rendu
7704	je	je	criminel	criminel
7705	m	m	?	?
7706	’	’	Vraiment	Vraiment
7707	entens	entens	la	la
7708	bian	bian	faute	faute
7709	.	.	est	est
7710	Châteaufort	Châteaufort	trop	trop
7711	Tu	Tu	illustre	illustre
7712	veux	veux	pour	pour
7713	dire	dire	ne	ne
7714	s	s	vous	vous
7715	’	’	la	la
7716	intitulaient	intitulaient	pas	pas
7717	.	.	pardonner	pardonner
7718	Gareau	Gareau	.	.
7719	Oui	Oui	Toute	Toute
7720	,	,	la	la
7721	oui	oui	pénitence	pénitence
7722	,	,	que	que
7723	sin	sin	je	je
7724	,	,	vous	vous
7725	sin	sin	en	en
7726	,	,	ordonne	ordonne
7727	héla	héla	,	,
7728	qui	qui	c	c
7729	se	se	’	’
7730	fesaient	fesaient	est	est
7731	comme	comme	de	de
7732	vous	vous	rire	rire
7733	dites	dites	avec	avec
7734	.	.	moi	moi
7735	Vela	Vela	d	d
7736	tout	tout	’	’
7737	comme	comme	un	un
7738	il	il	petit	petit
7739	le	le	conte	conte
7740	défrinchet	défrinchet	que	que
7741	.	.	je	je
7742	Je	Je	suis	suis
7743	ne	ne	venue	venue
7744	sais	sais	ici	ici
7745	pu	pu	pour	pour
7746	où	où	vous	vous
7747	j	j	faire	faire
7748	’	’	.	.
7749	en	en	Ce	Ce
7750	sis	sis	conte	conte
7751	,	,	toutefois	toutefois
7752	vous	vous	se	se
7753	me	me	peut	peut
7754	l	l	appeler	appeler
7755	’	’	une	une
7756	avez	avez	histoire	histoire
7757	fait	fait	,	,
7758	pardre	pardre	car	car
7759	.	.	rien	rien
7760	Châteaufort	Châteaufort	ne	ne
7761	Tu	Tu	fut	fut
7762	parlais	parlais	jamais	jamais
7763	du	du	plus	plus
7764	nom	nom	véritable	véritable
7765	de	de	.	.
7766	ces	ces	Elle	Elle
7767	Livres	Livres	vient	vient
7768	.	.	d	d
7769	Gareau	Gareau	’	’
7770	Ces	Ces	arriver	arriver
7771	Livres	Livres	il	il
7772	donc	donc	n	n
7773	,	,	’	’
7774	pis	pis	y	y
7775	que	que	a	a
7776	Livres	Livres	pas	pas
7777	y	y	deux	deux
7778	a	a	heures	heures
7779	.	.	au	au
7780	Ouay	Ouay	plus	plus
7781	?	?	sot	sot
7782	Ha	Ha	personnage	personnage
7783	je	je	de	de
7784	sais	sais	Paris	Paris
7785	bian	bian	;	;
7786	.	.	et	et
7787	Oui	Oui	vous	vous
7788	y	y	ne	ne
7789	avet	avet	sauriez	sauriez
7790	des	des	croire	croire
7791	Amas	Amas	à	à
7792	de	de	quel	quel
7793	Gaules	Gaules	point	point
7794	,	,	elle	elle
7795	des	des	est	est
7796	Cadets	Cadets	divertissante	divertissante
7797	de	de	.	.
7798	Tirelire	Tirelire	Quoi	Quoi
7799	,	,	!	!
7800	et	et	vous	vous
7801	des	des	n	n
7802	Aînez	Aînez	’	’
7803	de	de	en	en
7804	Vigile	Vigile	riez	riez
7805	.	.	pas	pas
7806	Châteaufort	Châteaufort	?	?
7807	Il	Il	Granger	Granger
7808	faut	faut	Mademoiselle	Mademoiselle
7809	dire	dire	je	je
7810	,	,	crois	crois
7811	mon	mon	qu	qu
7812	grand	grand	’	’
7813	ami	ami	elle	elle
7814	,	,	est	est
7815	des	des	divertissante	divertissante
7816	Amadis	Amadis	au	au
7817	de	de	-	-
7818	Gaule	Gaule	delà	delà
7819	,	,	de	de
7820	des	des	ce	ce
7821	Décades	Décades	qui	qui
7822	de	de	le	le
7823	Tite	Tite	fut	fut
7824	-	-	jamais	jamais
7825	live	live	,	,
7826	,	,	mais…	mais…
7827	des	des	Genevote	Genevote
7828	Énéides	Énéides	Mais	Mais
7829	de	de	vous	vous
7830	Virgile	Virgile	n	n
7831	.	.	’	’
7832	Mais	Mais	en	en
7833	poursuis	poursuis	riez	riez
7834	.	.	pas	pas
7835	Gareau	Gareau	.	.
7836	Ô	Ô	Granger	Granger
7837	!	!	Ha	Ha
7838	par	par	,	,
7839	le	le	ha	ha
7840	sangué	sangué	,	,
7841	,	,	ha	ha
7842	va	va	,	,
7843	-	-	ha	ha
7844	t	t	,	,
7845	-	-	ha	ha
7846	en	en	.	.
7847	chercher	chercher	Genevote	Genevote
7848	tes	tes	Il	Il
7849	poursuiveux	poursuiveux	faut	faut
7850	.	.	,	,
7851	Aga	Aga	avant	avant
7852	qu	qu	que	que
7853	’	’	d	d
7854	il	il	’	’
7855	est	est	entrer	entrer
7856	raisonnabe	raisonnabe	en	en
7857	aujourd	aujourd	matière	matière
7858	’	’	,	,
7859	hui	hui	vous	vous
7860	,	,	anatomiser	anatomiser
7861	il	il	ce	ce
7862	a	a	squelette	squelette
7863	mangé	mangé	d	d
7864	de	de	’	’
7865	la	la	homme	homme
7866	soupe	soupe	et	et
7867	à	à	de	de
7868	neuf	neuf	vêtement	vêtement
7869	heures	heures	,	,
7870	.	.	aux	aux
7871	Hé	Hé	mêmes	mêmes
7872	si	si	termes	termes
7873	je	je	qu	qu
7874	ne	ne	’	’
7875	veux	veux	un	un
7876	pas	pas	savant	savant
7877	dire	dire	m	m
7878	comme	comme	’	’
7879	ça	ça	en	en
7880	,	,	a	a
7881	moi	moi	tantôt	tantôt
7882	?	?	fait	fait
7883	Tant	Tant	la	la
7884	quia	quia	description	description
7885	qu	qu	.	.
7886	’	’	Voici	Voici
7887	à	à	l	l
7888	la	la	’	’
7889	parfin	parfin	heure	heure
7890	je	je	environ	environ
7891	nous	nous	que	que
7892	en	en	le	le
7893	revinsmes	revinsmes	soleil	soleil
7894	.	.	se	se
7895	Il	Il	couche	couche
7896	apportit	apportit	:	:
7897	de	de	c	c
7898	ce	ce	’	’
7899	pays	pays	est	est
7900	-	-	l	l
7901	là	là	’	’
7902	tant	tant	heure	heure
7903	de	de	aussi	aussi
7904	guiamans	guiamans	par	par
7905	rouges	rouges	conséquent	conséquent
7906	,	,	que	que
7907	des	des	les	les
7908	Hémorroïdes	Hémorroïdes	lambeaux	lambeaux
7909	vartes	vartes	de	de
7910	et	et	son	son
7911	une	une	manteau	manteau
7912	grande	grande	se	se
7913	épée	épée	viennent	viennent
7914	qui	qui	rafraîchir	rafraîchir
7915	atteindret	atteindret	aux	aux
7916	d	d	Étoiles	Étoiles
7917	’	’	.	.
7918	ici	ici	Leur	Leur
7919	à	à	maître	maître
7920	demain	demain	ne	ne
7921	.	.	les	les
7922	C	C	expose	expose
7923	’	’	jamais	jamais
7924	est	est	au	au
7925	à	à	jour	jour
7926	tous	tous	,	,
7927	ces	ces	parce	parce
7928	farremens	farremens	qu	qu
7929	que	que	’	’
7930	ces	ces	il	il
7931	mangeux	mangeux	craint	craint
7932	de	de	que	que
7933	petis	petis	le	le
7934	enfans	enfans	soleil	soleil
7935	se	se	prenant	prenant
7936	batont	batont	une	une
7937	en	en	matière	matière
7938	deuil	deuil	si	si
7939	.	.	combustible	combustible
7940	Il	Il	pour	pour
7941	apportit	apportit	le	le
7942	itou	itou	berceau	berceau
7943	de	de	du	du
7944	petis	petis	phénix	phénix
7945	engingorniaux	engingorniaux	,	,
7946	remplis	remplis	ne	ne
7947	de	de	brûlât	brûlât
7948	naissance	naissance	et	et
7949	à	à	le	le
7950	celle	celle	nid	nid
7951	fin	fin	et	et
7952	de	de	l	l
7953	conserver	conserver	’	’
7954	,	,	oiseau	oiseau
7955	ce	ce	.	.
7956	feset	feset	Ce	Ce
7957	-	-	manteau	manteau
7958	il	il	donc	donc
7959	,	,	,	,
7960	l	l	cette	cette
7961	’	’	cape	cape
7962	humeur	humeur	,	,
7963	ridicule	ridicule	cette	cette
7964	,	,	casaque	casaque
7965	à	à	,	,
7966	celle	celle	cette	cette
7967	fin	fin	simarre	simarre
7968	,	,	,	,
7969	se	se	cette	cette
7970	feset	feset	robe	robe
7971	-	-	,	,
7972	il	il	cette	cette
7973	,	,	soutane	soutane
7974	de	de	,	,
7975	vivre	vivre	ce	ce
7976	aussi	aussi	lange	lange
7977	longtemps	longtemps	ou	ou
7978	que	que	cet	cet
7979	Maquieu	Maquieu	habit	habit
7980	Salé	Salé	(	(
7981	.	.	car	car
7982	Tenez	Tenez	on	on
7983	,	,	en	en
7984	n	n	est	est
7985	’	’	encore	encore
7986	avons	avons	à	à
7987	-	-	deviner	deviner
7988	nous	nous	ce	ce
7989	point	point	que	que
7990	veu	veu	c	c
7991	Nique	Nique	’	’
7992	-	-	est	est
7993	douille	douille	,	,
7994	,	,	et	et
7995	qui	qui	le	le
7996	ne	ne	syndic	syndic
7997	sçauret	sçauret	des	des
7998	rire	rire	tailleurs	tailleurs
7999	sans	sans	y	y
8000	montrer	montrer	demeurerait	demeurerait
8001	les	les	«	«
8002	dants	dants	a	a
8003	?	?	quia	quia
8004	Châteaufort	Châteaufort	»	»
8005	Je	Je	)	)
8006	ne	ne	fait	fait
8007	ris	ris	bien	bien
8008	pas	pas	dire	dire
8009	de	de	aux	aux
8010	la	la	gausseurs	gausseurs
8011	vertu	vertu	qu	qu
8012	de	de	’	’
8013	tes	tes	il	il
8014	essences	essences	fait	fait
8015	.	.	peur	peur
8016	Gareau	Gareau	aux	aux
8017	Ô	Ô	larrons	larrons
8018	guian	guian	en	en
8019	,	,	leur	leur
8020	sachez	sachez	montrant	montrant
8021	que	que	la	la
8022	les	les	corde	corde
8023	naissances	naissances	.	.
8024	ont	ont	Certains	Certains
8025	de	de	dogmatistes	dogmatistes
8026	marveilleuses	marveilleuses	disent	disent
8027	propretés	propretés	avoir	avoir
8028	.	.	appris	appris
8029	C	C	par	par
8030	’	’	tradition	tradition
8031	est	est	qu	qu
8032	un	un	’	’
8033	certain	certain	il	il
8034	oignement	oignement	fut	fut
8035	dont	dont	apporté	apporté
8036	les	les	du	du
8037	Ancians	Ancians	Caire	Caire
8038	s	s	,	,
8039	’	’	où	où
8040	oignient	oignient	on	on
8041	quand	quand	le	le
8042	ils	ils	trouva	trouva
8043	estient	estient	dans	dans
8044	morts	morts	une	une
8045	,	,	vieille	vieille
8046	dont	dont	cave	cave
8047	ils	ils	,	,
8048	vivient	vivient	à	à
8049	si	si	l	l
8050	longuement	longuement	’	’
8051	.	.	entour	entour
8052	Mais	Mais	de	de
8053	morgué	morgué	ce	ce
8054	,	,	que	que
8055	il	il	je	je
8056	me	me	ne	ne
8057	viant	viant	sais	sais
8058	de	de	quelle	quelle
8059	souvenir	souvenir	momie	momie
8060	que	que	,	,
8061	vous	vous	sous	sous
8062	vouliais	vouliais	les	les
8063	tantôt	tantôt	saintes	saintes
8064	que	que	masures	masures
8065	je	je	d	d
8066	vous	vous	’	’
8067	disi	disi	une	une
8068	le	le	pyramide	pyramide
8069	nom	nom	éboulée	éboulée
8070	de	de	.	.
8071	ces	ces	À	À
8072	Livres	Livres	la	la
8073	.	.	vérité	vérité
8074	Et	Et	,	,
8075	je	je	les	les
8076	ne	ne	figures	figures
8077	veux	veux	grotesques	grotesques
8078	pas	pas	que	que
8079	moi	moi	les	les
8080	;	;	trous	trous
8081	et	et	,	,
8082	vous	vous	les	les
8083	êtes	êtes	pièces	pièces
8084	un	un	,	,
8085	sot	sot	les	les
8086	drès	drès	taches	taches
8087	là	là	et	et
8088	;	;	les	les
8089	et	et	filets	filets
8090	testigué	testigué	y	y
8091	,	,	composent	composent
8092	ous	ous	bizarrement	bizarrement
8093	êtes	êtes	,	,
8094	un	un	ont	ont
8095	inorant	inorant	beaucoup	beaucoup
8096	là	là	de	de
8097	-	-	rapport	rapport
8098	dedans	dedans	avec	avec
8099	.	.	les	les
8100	Car	Car	figures	figures
8101	ventregué	ventregué	hiéroglyphiques	hiéroglyphiques
8102	si	si	des	des
8103	vous	vous	Égyptiens	Égyptiens
8104	êtes	êtes	.	.
8105	un	un	C	C
8106	bon	bon	’	’
8107	diseux	diseux	est	est
8108	,	,	un	un
8109	morgué	morgué	plaisir	plaisir
8110	,	,	sans	sans
8111	tapons	tapons	pareil	pareil
8112	-	-	de	de
8113	nous	nous	contempler	contempler
8114	donc	donc	ce	ce
8115	la	la	fantôme	fantôme
8116	gueule	gueule	arrêté	arrêté
8117	comme	comme	dans	dans
8118	il	il	une	une
8119	faut	faut	rue	rue
8120	.	.	.	.
8121	Dame	Dame	Vous	Vous
8122	il	il	y	y
8123	ne	ne	verrez	verrez
8124	faut	faut	amasser	amasser
8125	point	point	cent	cent
8126	tant	tant	curieux	curieux
8127	de	de	,	,
8128	beurre	beurre	et	et
8129	pour	pour	tous	tous
8130	faire	faire	en	en
8131	un	un	extase	extase
8132	cartron	cartron	disputer	disputer
8133	.	.	de	de
8134	Et	Et	son	son
8135	quien	quien	origine	origine
8136	et	et	,	,
8137	vela	vela	l	l
8138	pour	pour	’	’
8139	toi	toi	un	un
8140	.	.	soutenir	soutenir
8141	(	(	que	que
8142	Il	Il	ni	ni
8143	le	le	l	l
8144	frappe	frappe	’	’
8145	.	.	imprimerie	imprimerie
8146	)	)	ni	ni
8147	Châteaufort	Châteaufort	le	le
8148	Ce	Ce	papier	papier
8149	coup	coup	n	n
8150	ne	ne	’	’
8151	m	m	étant	étant
8152	’	’	pas	pas
8153	offense	offense	encore	encore
8154	point	point	trouvés	trouvés
8155	,	,	,	,
8156	au	au	les	les
8157	contraire	contraire	doctes	doctes
8158	,	,	y	y
8159	il	il	avaient	avaient
8160	publie	publie	tracé	tracé
8161	mon	mon	l	l
8162	courage	courage	’	’
8163	invincible	invincible	histoire	histoire
8164	à	à	universelle	universelle
8165	souffrir	souffrir	,	,
8166	.	.	et	et
8167	Toutefois	Toutefois	sur	sur
8168	afin	afin	cela	cela
8169	que	que	remontant	remontant
8170	tu	tu	de	de
8171	ne	ne	Pharaon	Pharaon
8172	te	te	à	à
8173	rendes	rendes	César	César
8174	pas	pas	,	,
8175	indigne	indigne	de	de
8176	de	de	Romulus	Romulus
8177	pardon	pardon	à	à
8178	par	par	Priam	Priam
8179	une	une	,	,
8180	seconde	seconde	de	de
8181	faute	faute	Prométhée	Prométhée
8182	,	,	au	au
8183	encore	encore	premier	premier
8184	que	que	homme	homme
8185	ce	ce	,	,
8186	soit	soit	il	il
8187	ma	ma	ne	ne
8188	coutume	coutume	laissera	laissera
8189	de	de	pas	pas
8190	donner	donner	échapper	échapper
8191	plutôt	plutôt	un	un
8192	un	un	filet	filet
8193	coup	coup	qui	qui
8194	d	d	ne	ne
8195	’	’	soit	soit
8196	épée	épée	au	au
8197	qu	qu	moins	moins
8198	’	’	le	le
8199	une	une	symbole	symbole
8200	parole	parole	de	de
8201	,	,	la	la
8202	je	je	décadence	décadence
8203	veux	veux	d	d
8204	bien	bien	’	’
8205	te	te	une	une
8206	dire	dire	monarchie	monarchie
8207	qui	qui	;	;
8208	je	je	un	un
8209	suis	suis	autre	autre
8210	.	.	veut	veut
8211	J	J	que	que
8212	’	’	ce	ce
8213	ai	ai	soit	soit
8214	fait	fait	le	le
8215	en	en	tableau	tableau
8216	ma	ma	du	du
8217	vie	vie	chaos	chaos
8218	septante	septante	;	;
8219	mille	mille	un	un
8220	combats	combats	autre	autre
8221	,	,	,	,
8222	et	et	la	la
8223	n	n	métempsycose	métempsycose
8224	’	’	de	de
8225	ai	ai	Pythagore	Pythagore
8226	jamais	jamais	;	;
8227	porté	porté	un	un
8228	botte	botte	autre	autre
8229	qui	qui	divisant	divisant
8230	n	n	les	les
8231	’	’	guenilles	guenilles
8232	ait	ait	par	par
8233	tué	tué	chapitres	chapitres
8234	sans	sans	,	,
8235	confession	confession	y	y
8236	.	.	trouvera	trouvera
8237	Ce	Ce	l	l
8238	n	n	’	’
8239	’	’	Alcoran	Alcoran
8240	est	est	divisé	divisé
8241	point	point	par	par
8242	que	que	Azoares	Azoares
8243	j	j	,	,
8244	’	’	un	un
8245	aie	aie	autre	autre
8246	jamais	jamais	le	le
8247	ferraillé	ferraillé	système	système
8248	le	le	de	de
8249	fleuret	fleuret	Copernic	Copernic
8250	,	,	;	;
8251	je	je	un	un
8252	suis	suis	autre	autre
8253	adroit	adroit	enfin	enfin
8254	la	la	jurera	jurera
8255	grâce	grâce	que	que
8256	à	à	c	c
8257	Dieu	Dieu	’	’
8258	;	;	est	est
8259	et	et	le	le
8260	partant	partant	manteau	manteau
8261	la	la	du	du
8262	science	science	prophète	prophète
8263	que	que	Elie	Elie
8264	j	j	et	et
8265	’	’	que	que
8266	ai	ai	sa	sa
8267	des	des	sécheresse	sécheresse
8268	armes	armes	est	est
8269	,	,	une	une
8270	je	je	marque	marque
8271	ne	ne	qu	qu
8272	l	l	’	’
8273	’	’	il	il
8274	ai	ai	a	a
8275	jamais	jamais	passé	passé
8276	apprise	apprise	par	par
8277	que	que	le	le
8278	l	l	feu	feu
8279	’	’	.	.
8280	épée	épée	Et	Et
